Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-06 00:00:00+00:00,0.6754702925682068,0.6755661368370056,0.6752878427505493,0.6754977107048035,0,0,0
2023-01-06 00:05:00+00:00,0.6755204796791077,0.6757670044898987,0.6754702925682068,0.6757487058639526,0,0,0
2023-01-06 00:10:00+00:00,0.6757396459579468,0.6758172512054443,0.6754794120788574,0.6755980849266052,0,0,0
2023-01-06 00:15:00+00:00,0.6755707263946533,0.6761325597763062,0.6755707263946533,0.6758674383163452,0,0,0
2023-01-06 00:20:00+00:00,0.6759999394416809,0.6760868430137634,0.6759771704673767,0.6760502457618713,0,0,0
2023-01-06 00:25:00+00:00,0.6760913729667664,0.6765487790107727,0.6760913729667664,0.6764801144599915,0,0,0
2023-01-06 00:30:00+00:00,0.676525890827179,0.6766678094863892,0.6764481067657471,0.6766678094863892,0,0,0
2023-01-06 00:35:00+00:00,0.6766906976699829,0.6770939230918884,0.6766906976699829,0.6770206093788147,0,0,0
2023-01-06 00:40:00+00:00,0.6770297288894653,0.6772177219390869,0.6769701838493347,0.6771672964096069,0,0,0
2023-01-06 00:45:00+00:00,0.6770893335342407,0.6772773265838623,0.6770893335342407,0.6771581172943115,0,0,0
2023-01-06 00:50:00+00:00,0.6770206093788147,0.6770939230918884,0.676796019077301,0.6768693327903748,0,0,0
2023-01-06 00:55:00+00:00,0.6768372654914856,0.6773232221603394,0.6768006086349487,0.6773002743721008,0,0,0
2023-01-06 01:00:00+00:00,0.6773782968521118,0.6775985956192017,0.6771581172943115,0.6774287819862366,0,0,0
2023-01-06 01:05:00+00:00,0.6772682070732117,0.6773691177368164,0.6766495108604431,0.6766495108604431,0,0,0
2023-01-06 01:10:00+00:00,0.6767594218254089,0.6770114302635193,0.6765213012695312,0.6765213012695312,0,0,0
2023-01-06 01:15:00+00:00,0.6764984726905823,0.6764984726905823,0.676297128200531,0.6764481067657471,0,0,0
2023-01-06 01:20:00+00:00,0.6763474345207214,0.6764526963233948,0.6762468218803406,0.6763108372688293,0,0,0
2023-01-06 01:25:00+00:00,0.6764801144599915,0.6765442490577698,0.6761096715927124,0.6761690974235535,0,0,0
2023-01-06 01:30:00+00:00,0.6761279702186584,0.676278829574585,0.6759085655212402,0.6759679913520813,0,0,0
2023-01-06 01:35:00+00:00,0.6759405732154846,0.676118791103363,0.6756482720375061,0.6756482720375061,0,0,0
2023-01-06 01:40:00+00:00,0.6756391525268555,0.6759039759635925,0.6756391525268555,0.6757396459579468,0,0,0
2023-01-06 01:45:00+00:00,0.6757898330688477,0.6762239336967468,0.6757898330688477,0.6759999394416809,0,0,0
2023-01-06 01:50:00+00:00,0.6759588718414307,0.6764984726905823,0.6759496927261353,0.6759496927261353,0,0,0
2023-01-06 01:55:00+00:00,0.6759908199310303,0.6762880086898804,0.6759908199310303,0.6762285232543945,0,0,0
2023-01-06 02:00:00+00:00,0.6762102842330933,0.6766311526298523,0.6762102842330933,0.6766311526298523,0,0,0
2023-01-06 02:05:00+00:00,0.6767502427101135,0.6770480871200562,0.6763886213302612,0.6765899658203125,0,0,0
2023-01-06 02:10:00+00:00,0.676429808139801,0.6768189668655396,0.6763886213302612,0.6768189668655396,0,0,0
2023-01-06 02:15:00+00:00,0.6768280863761902,0.6769105792045593,0.6766403317451477,0.6768189668655396,0,0,0
2023-01-06 02:20:00+00:00,0.6768006086349487,0.6768648028373718,0.6766998767852783,0.676777720451355,0,0,0
2023-01-06 02:25:00+00:00,0.6767685413360596,0.6769564151763916,0.6766815185546875,0.6767731308937073,0,0,0
2023-01-06 02:30:00+00:00,0.6763703227043152,0.6766815185546875,0.6763703227043152,0.6765716671943665,0,0,0
2023-01-06 02:35:00+00:00,0.6765304803848267,0.6770480871200562,0.6765304803848267,0.6767411231994629,0,0,0
2023-01-06 02:40:00+00:00,0.6767502427101135,0.6767502427101135,0.6764801144599915,0.6764892935752869,0,0,0
2023-01-06 02:45:00+00:00,0.6765991449356079,0.6767731308937073,0.6764892935752869,0.6764892935752869,0,0,0
2023-01-06 02:50:00+00:00,0.6764801144599915,0.6765442490577698,0.6763703227043152,0.6764892935752869,0,0,0
2023-01-06 02:55:00+00:00,0.6765899658203125,0.6767273545265198,0.6764664053916931,0.6764664053916931,0,0,0
2023-01-06 03:00:00+00:00,0.6762696504592896,0.6780166625976562,0.6762696504592896,0.6779201030731201,0,0,0
2023-01-06 03:05:00+00:00,0.678104043006897,0.678104043006897,0.6774792075157166,0.6780580282211304,0,0,0
2023-01-06 03:10:00+00:00,0.6780810356140137,0.6786286234855652,0.6780810356140137,0.6786009669303894,0,0,0
2023-01-06 03:15:00+00:00,0.6786102056503296,0.6789327263832092,0.678527295589447,0.6789188981056213,0,0,0
2023-01-06 03:20:00+00:00,0.6788589954376221,0.6788589954376221,0.6777592897415161,0.6780166625976562,0,0,0
2023-01-06 03:25:00+00:00,0.678104043006897,0.678104043006897,0.6776812076568604,0.6777822971343994,0,0,0
2023-01-06 03:30:00+00:00,0.6778696179389954,0.6785181164741516,0.6778696179389954,0.67798912525177,0,0,0
2023-01-06 03:35:00+00:00,0.678104043006897,0.6781086325645447,0.6778282523155212,0.6778282523155212,0,0,0
2023-01-06 03:40:00+00:00,0.6778420209884644,0.6779201030731201,0.677699625492096,0.6778512001037598,0,0,0
2023-01-06 03:45:00+00:00,0.6779201030731201,0.6779661178588867,0.6776077747344971,0.6776077747344971,0,0,0
2023-01-06 03:50:00+00:00,0.677488386631012,0.6778190732002258,0.677488386631012,0.6777271628379822,0,0,0
2023-01-06 03:55:00+00:00,0.6777179837226868,0.6777822971343994,0.6774196028709412,0.6774196028709412,0,0,0
